,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
3602,Maruti Alto 800,310000,449000,2017,Dealer,15554,First Owner,Petrol,Manual,22.05,Maruti
3603,Mahindra XUV500 W6,850000,2278000,2015,Individual,110000,First Owner,Diesel,Manual,15.1,Mahindra
3604,Hyundai Verna 1.6,825000,1689000,2017,Dealer,23211,First Owner,Diesel,Manual,23.9,Hyundai
3605,Honda Amaze VX,725000,980000,2019,Individual,16000,First Owner,Petrol,Manual,19.5,Honda
3606,Honda City i,750000,1700000,2017,Individual,80000,First Owner,Diesel,Manual,26.0,Honda
3607,Maruti Wagon R,220000,623000,2011,Dealer,57000,First Owner,CNG,Manual,26.2,Maruti
3608,Honda City i,500000,1723000,2014,Individual,233000,First Owner,Diesel,Manual,25.1,Honda
3609,Honda City E,380000,1629000,2012,Dealer,29512,First Owner,Petrol,Manual,16.8,Honda
3610,Hyundai Grand i10,409999,710000,2015,Dealer,39000,First Owner,Petrol,Manual,18.9,Hyundai
3611,Ford Ecosport 2015-2021,650000,1325000,2016,Dealer,50000,First Owner,Diesel,Manual,21.7,Ford
3612,Honda Jazz S,280000,1085000,2010,Dealer,42000,First Owner,Petrol,Manual,16.0,Honda
3613,Hyundai Verna 1.6,569000,1560000,2015,Dealer,30337,First Owner,Petrol,Manual,17.1,Hyundai
3614,Hyundai i20 1.4,625000,1244000,2018,Dealer,39000,First Owner,Diesel,Manual,22.54,Hyundai
3615,Hyundai Verna 1.6,650000,1688000,2016,Dealer,48000,First Owner,Diesel,Manual,23.9,Hyundai
3616,Honda WR-V i-DTEC,825000,1255000,2018,Dealer,15797,First Owner,Diesel,Manual,25.5,Honda
3617,Ford Ecosport 2015-2021,650000,1328000,2017,Dealer,115000,First Owner,Diesel,Manual,23.0,Ford
3618,Honda Amaze S,399000,1107000,2013,Dealer,47277,First Owner,Diesel,Manual,25.8,Honda
3619,Maruti Swift Dzire,650000,1024000,2017,Dealer,31000,First Owner,Petrol,Manual,20.85,Maruti
3620,Maruti Wagon R,150000,689000,2005,Dealer,29957,First Owner,Petrol,Manual,18.9,Maruti
3621,Honda Jazz 1.2,560000,1130000,2015,Individual,51000,First Owner,Petrol,Automatic,19.0,Honda
3622,Maruti Swift Dzire,535000,986999,2016,Dealer,23211,First Owner,Petrol,Manual,20.85,Maruti
3623,Volkswagen Polo 2015-2019,425000,1072000,2015,Dealer,23569,First Owner,Petrol,Manual,16.2,Volkswagen
3624,Ford Ecosport 1.5,425000,1312000,2014,Dealer,95000,First Owner,Diesel,Manual,22.7,Ford
3625,Renault KWID Climber,350000,599000,2017,Individual,15000,First Owner,Petrol,Manual,23.01,Renault
3626,Mahindra Scorpio VLS,400000,1929000,2009,Individual,120000,First Owner,Diesel,Manual,12.05,Mahindra
3627,Hyundai i10 Era,260000,722000,2011,Dealer,58519,First Owner,Petrol,Manual,19.81,Hyundai
3628,Mahindra XUV500 W6,875000,2303000,2015,Dealer,59706,First Owner,Diesel,Manual,15.1,Mahindra
3629,Ford Freestyle Titanium,630000,875000,2018,Individual,30000,First Owner,Petrol,Manual,19.0,Ford
3630,Ford Ecosport 2015-2021,700000,1290000,2017,Individual,11448,First Owner,Petrol,Manual,17.0,Ford
3631,Honda WR-V Edge,725000,1255000,2017,Dealer,31031,First Owner,Diesel,Manual,25.5,Honda
3632,Maruti Wagon R,275000,689000,2012,Dealer,37300,First Owner,Petrol,Manual,18.9,Maruti
3633,Honda City 2017-2020,225000,1629000,2008,Dealer,46252,First Owner,Petrol,Manual,17.7,Honda
3634,Maruti Alto 800,300000,457000,2018,Individual,5000,First Owner,Petrol,Manual,24.7,Maruti
3635,Maruti Swift Dzire,395000,986999,2014,Dealer,33000,First Owner,Petrol,Manual,19.1,Maruti
3636,Hyundai i20 Sportz,625000,1240000,2016,Dealer,52000,First Owner,Diesel,Manual,22.54,Hyundai
3637,Honda City 1.5,379000,1629000,2012,Dealer,55000,First Owner,Petrol,Manual,16.8,Honda
3638,Ford Aspire 1.5,615000,1000000,2017,Individual,25000,First Owner,Diesel,Manual,25.83,Ford
3639,Maruti Eeco 7,225000,492000,2013,Individual,18000,First Owner,Petrol,Manual,15.37,Maruti
3640,Hyundai i20 Asta,535000,1240000,2016,Individual,64000,First Owner,Diesel,Manual,22.54,Hyundai
3641,Maruti Alto 800,254999,449000,2018,Individual,25000,First Owner,Petrol,Manual,24.7,Maruti
3642,Maruti Wagon R,192000,701000,2011,Individual,120000,First Owner,Petrol,Manual,18.9,Maruti
3643,Ford Figo Diesel,420000,952999,2014,Dealer,61000,First Owner,Diesel,Manual,20.0,Ford
3644,Maruti Wagon R,120000,708000,2006,Dealer,64000,First Owner,Petrol,Manual,21.79,Maruti
3645,Hyundai Creta 1.6,955000,2016000,2020,Individual,1500,First Owner,Petrol,Manual,15.8,Hyundai
3646,Hyundai Creta 1.6,1200000,1948000,2019,Individual,15000,First Owner,Petrol,Manual,15.8,Hyundai
3647,Maruti Swift ZXI,190000,906000,2008,Individual,60000,First Owner,Petrol,Manual,16.1,Maruti
3648,Hyundai Elantra CRDi,575000,2341000,2013,Dealer,67000,First Owner,Diesel,Manual,14.59,Hyundai
3649,Hyundai Creta 1.6,1295000,2125000,2018,Dealer,40000,First Owner,Diesel,Manual,20.5,Hyundai
3650,Hyundai i20 1.2,300000,1300000,2012,Individual,70000,First Owner,Petrol,Manual,17.0,Hyundai
3651,Hyundai Creta 1.6,1175000,2131000,2017,Dealer,58000,First Owner,Petrol,Manual,13.0,Hyundai
3652,Hyundai Santro AT,105000,707000,2003,Individual,63000,First Owner,Petrol,Automatic,0.0,Hyundai
3653,Ford Aspire 1.2,459999,843000,2016,Individual,55000,First Owner,Petrol,Manual,18.16,Ford
3654,Hyundai i20 Asta,640000,1383000,2017,Dealer,41394,First Owner,Petrol,Manual,17.0,Hyundai
3655,Hyundai Verna Transform,199000,1689000,2010,Dealer,50111,First Owner,Diesel,Manual,16.2,Hyundai
3656,Maruti Alto 800,249000,449000,2015,Individual,22000,First Owner,Petrol,Manual,22.74,Maruti
3657,Toyota Yaris J,950000,1680000,2019,Individual,30000,First Owner,Petrol,Automatic,17.8,Toyota
3658,Honda City 1.5,280000,1629000,2009,Dealer,57720,First Owner,Petrol,Manual,17.0,Honda
3659,Hyundai i20 Petrol,635000,1232000,2019,Individual,30000,First Owner,Petrol,Manual,18.6,Hyundai
3660,Tata Tiago 1.2,425000,775000,2017,Individual,10000,First Owner,Petrol,Manual,23.84,Tata
3661,Maruti Swift Dzire,500000,1003999,2016,Individual,40000,First Owner,Petrol,Manual,20.85,Maruti
3662,Ford Ecosport 2015-2021,565000,1312000,2015,Individual,90000,First Owner,Diesel,Manual,22.77,Ford
3663,Maruti Alto 800,265000,457000,2015,Dealer,45000,First Owner,Petrol,Manual,24.7,Maruti
3664,Honda Amaze VX,650000,998000,2019,Individual,2000,First Owner,Petrol,Manual,19.5,Honda
3665,Honda City i,624000,1629000,2016,Dealer,55000,First Owner,Petrol,Manual,17.8,Honda
3666,Hyundai i20 1.2,245000,1256000,2010,Individual,50000,First Owner,Petrol,Manual,18.5,Hyundai
3667,Honda Amaze S,525000,1148000,2016,Dealer,103000,First Owner,Diesel,Manual,25.8,Honda
3668,Hyundai Creta 1.4,750000,2010000,2015,Individual,90000,First Owner,Diesel,Manual,21.38,Hyundai
3669,Mahindra XUV500 W8,700000,2224000,2013,Individual,80000,First Owner,Diesel,Manual,15.1,Mahindra
3670,Maruti Alto 800,340000,466000,2017,Dealer,28000,First Owner,Petrol,Manual,24.7,Maruti
3671,Ford Figo Aspire,650000,992000,2017,Dealer,83000,First Owner,Diesel,Manual,24.4,Ford
3672,Mahindra XUV500 W10,1090000,2303000,2016,Individual,80000,First Owner,Diesel,Manual,16.0,Mahindra
3673,Mahindra KUV 100,385000,872000,2016,Individual,32000,First Owner,Petrol,Manual,18.15,Mahindra
3674,Hyundai Creta 1.6,851000,1942000,2016,Dealer,16000,First Owner,Diesel,Manual,19.67,Hyundai
3675,Maruti Swift ZXI,300000,906000,2012,Individual,106600,First Owner,Petrol,Manual,18.6,Maruti
3676,Hyundai Grand i10,425000,710000,2018,Dealer,7245,First Owner,Petrol,Manual,18.9,Hyundai
3677,Mahindra XUV500 W11,1550000,2276000,2019,Individual,5000,First Owner,Diesel,Manual,15.1,Mahindra
3678,Maruti Alto 800,239000,449000,2016,Dealer,29289,First Owner,Petrol,Manual,22.74,Maruti
3679,Maruti Swift Dzire,550000,1003999,2019,Individual,27000,First Owner,Petrol,Manual,22.0,Maruti
3680,Hyundai Santro Sportz,480000,720000,2019,Individual,20000,First Owner,Petrol,Manual,20.3,Hyundai
3681,Datsun RediGO A,250000,560000,2018,Individual,50000,First Owner,Petrol,Manual,22.7,Datsun
3682,Hyundai Grand i10,525000,722000,2019,Dealer,36000,First Owner,Petrol,Manual,18.9,Hyundai
3683,Volkswagen Polo 2015-2019,625000,1072000,2019,Dealer,12600,First Owner,Petrol,Manual,16.2,Volkswagen
3684,Datsun RediGO Sport,300000,531000,2017,Individual,9500,First Owner,Petrol,Manual,22.7,Datsun
3685,Maruti Eeco 5,425000,492000,2020,Dealer,8001,First Owner,Petrol,Manual,15.37,Maruti
3686,Mahindra XUV500 W6,660000,2278000,2015,Individual,60000,First Owner,Diesel,Manual,15.1,Mahindra
3687,Maruti Swift VXI,520000,924000,2017,Dealer,48148,First Owner,Petrol,Manual,18.6,Maruti
3688,Maruti Wagon R,190000,689000,2010,Individual,25000,First Owner,Petrol,Manual,18.9,Maruti
3689,Honda Amaze VX,349000,981000,2016,Dealer,41200,First Owner,Petrol,Manual,18.6,Honda
3690,Maruti Eeco 5,308000,492000,2016,Individual,5000,First Owner,Petrol,Manual,15.37,Maruti
3691,Honda City i,629000,1651000,2016,Dealer,34000,First Owner,Diesel,Manual,25.1,Honda
3692,Hyundai i20 1.2,480000,1256000,2014,Dealer,72536,First Owner,Petrol,Manual,17.0,Hyundai
3693,Maruti Ciaz VXi,610000,1308000,2015,Individual,15000,First Owner,Petrol,Manual,20.73,Maruti
3694,Maruti Swift Dzire,420000,1003999,2015,Individual,30000,First Owner,Petrol,Manual,20.85,Maruti
3695,Toyota Innova Crysta,1850000,2816000,2018,Individual,70000,First Owner,Diesel,Manual,13.68,Toyota
3696,Hyundai Creta 1.6,750000,1948000,2016,Dealer,24000,First Owner,Petrol,Manual,15.29,Hyundai
3697,Hyundai i20 Sportz,325000,1198000,2013,Dealer,34000,First Owner,Diesel,Manual,21.9,Hyundai
3698,Maruti Wagon R,166000,689000,2008,Individual,28640,First Owner,Petrol,Manual,18.9,Maruti
3699,Maruti Baleno Alpha,575000,1036999,2016,Individual,50000,First Owner,Petrol,Manual,21.4,Maruti
3700,Ford Ecosport 2015-2021,825000,1312000,2018,Dealer,36000,First Owner,Diesel,Manual,23.0,Ford
3701,Renault KWID RXT,244000,620000,2016,Individual,35000,First Owner,Petrol,Manual,25.17,Renault
3702,Hyundai Creta 1.6,750000,2010000,2015,Dealer,66500,First Owner,Diesel,Manual,19.67,Hyundai
3703,Ford Freestyle Titanium,630000,875000,2018,Individual,30000,First Owner,Petrol,Manual,19.0,Ford
3704,Maruti Wagon R,215000,622000,2012,Individual,60000,First Owner,CNG,Manual,26.2,Maruti
3705,Maruti Swift Dzire,540000,1024000,2012,Individual,25000,First Owner,Petrol,Manual,19.1,Maruti
3706,Mahindra XUV300 W6,800000,1462000,2020,Individual,2000,First Owner,Diesel,Manual,20.0,Mahindra
3707,Datsun GO T,276000,725000,2015,Individual,30000,First Owner,Petrol,Manual,20.63,Datsun
3708,Maruti Wagon R,412000,689000,2018,Dealer,9450,First Owner,Petrol,Automatic,20.51,Maruti
3709,Mahindra Scorpio 1.99,878999,1929000,2016,Individual,20000,First Owner,Diesel,Manual,15.4,Mahindra
3710,Maruti Swift Dzire,625000,1023000,2016,Dealer,78051,First Owner,Petrol,Manual,20.85,Maruti
3711,Hyundai Creta 1.6,1075000,1948000,2019,Dealer,19000,First Owner,Petrol,Manual,13.0,Hyundai
3712,Hyundai i20 1.4,200000,1243000,2011,Dealer,70000,First Owner,Diesel,Manual,21.9,Hyundai
3713,Maruti Celerio VXI,390000,650000,2016,Dealer,35887,First Owner,Petrol,Automatic,23.1,Maruti
3714,Honda Jazz Select,229999,1085000,2010,Dealer,68000,First Owner,Petrol,Manual,16.0,Honda
3715,Maruti Celerio VXI,425000,656000,2014,Dealer,32000,First Owner,Petrol,Manual,23.1,Maruti
3716,Hyundai Verna CRDi,1090000,1748999,2018,Dealer,33000,First Owner,Diesel,Manual,22.0,Hyundai
3717,Maruti Wagon R,265000,689000,2012,Dealer,12000,First Owner,Petrol,Manual,18.9,Maruti
3718,Renault KWID 1.0,345000,617000,2017,Individual,70000,First Owner,Petrol,Manual,23.01,Renault
3719,Honda City SV,600000,1691000,2015,Dealer,35000,First Owner,Petrol,Manual,17.4,Honda
3720,Maruti Wagon R,300000,701000,2014,Individual,40000,First Owner,Petrol,Manual,20.51,Maruti
3721,Volkswagen Vento 1.6,488999,1487000,2015,Individual,43000,First Owner,Petrol,Manual,15.04,Volkswagen
3722,Hyundai Grand i10,525000,710000,2018,Individual,30000,First Owner,Petrol,Manual,18.9,Hyundai
3723,Datsun GO Plus,530000,778000,2018,Individual,9605,First Owner,Petrol,Manual,19.83,Datsun
3724,Mercedes-Benz E-Class E240,421000,172000,2005,Dealer,123374,First Owner,Petrol,Automatic,11.2,Mercedes-Benz
3725,Hyundai Creta 1.6,1100000,2099000,2017,Individual,195000,First Owner,Diesel,Automatic,17.01,Hyundai
3726,Tata Nexon 1.5,750000,1474000,2019,Individual,25000,First Owner,Diesel,Manual,21.5,Tata
3727,Honda Amaze VX,440000,998000,2017,Individual,80000,First Owner,Petrol,Manual,17.8,Honda
3728,Hyundai Verna 1.6,450000,1559000,2011,Individual,50000,First Owner,Petrol,Automatic,15.74,Hyundai
3729,Hyundai Grand i10,550000,737000,2017,Dealer,15000,First Owner,Petrol,Automatic,18.9,Hyundai
3730,Ford Aspire 1.2,380000,871000,2016,Individual,37000,First Owner,Petrol,Manual,18.16,Ford
3731,Renault KWID 1.0,365000,648000,2018,Individual,21400,First Owner,Petrol,Manual,23.01,Renault
3732,Honda Amaze VX,780000,1107000,2018,Dealer,36951,First Owner,Diesel,Manual,24.7,Honda
3733,Hyundai Creta 1.6,750000,2010000,2016,Individual,50000,First Owner,Diesel,Manual,19.67,Hyundai
3734,Honda City i,600000,1698000,2014,Individual,100000,First Owner,Petrol,Manual,17.4,Honda
3735,Datsun GO A,254999,746000,2017,Dealer,44000,First Owner,Petrol,Manual,19.02,Datsun
3736,Hyundai Creta 1.6,800000,1942000,2015,Dealer,64907,First Owner,Diesel,Manual,19.67,Hyundai
3737,Honda City i,550000,1629000,2015,Dealer,66983,First Owner,Petrol,Manual,17.4,Honda
3738,Ford Figo Petrol,220000,818000,2011,Dealer,38256,First Owner,Petrol,Manual,15.6,Ford
3739,Toyota Innova Crysta,1900000,2862000,2017,Individual,30000,First Owner,Diesel,Automatic,11.36,Toyota
3740,Renault KWID RXL,375000,617000,2019,Individual,5000,First Owner,Petrol,Manual,25.17,Renault
3741,Hyundai Verna 1.4,625000,1560000,2017,Dealer,23228,First Owner,Petrol,Manual,17.43,Hyundai
3742,Maruti Wagon R,354000,689000,2015,Individual,7830,First Owner,Petrol,Manual,20.51,Maruti
3743,Mahindra Marazzo M2,1025000,1588000,2019,Individual,18000,First Owner,Diesel,Manual,17.3,Mahindra
3744,Honda City 1.5,400000,1769000,2010,Individual,180000,First Owner,Petrol,Manual,17.0,Honda
3745,Honda City 1.5,310000,1629000,2010,Individual,50000,First Owner,Petrol,Automatic,16.8,Honda
3746,Mahindra Thar DI,745000,1627000,2018,Dealer,36000,First Owner,Diesel,Manual,18.06,Mahindra
3747,Honda City i,570000,1629000,2015,Dealer,35000,First Owner,Petrol,Manual,17.8,Honda
3748,Maruti Wagon R,121000,708000,2007,Individual,53000,First Owner,Petrol,Manual,18.9,Maruti
3749,Hyundai i20 Magna,325000,1383000,2013,Dealer,33135,First Owner,Petrol,Manual,18.5,Hyundai
3750,Maruti Eeco 7,229999,492000,2010,Individual,7000,First Owner,Petrol,Manual,15.37,Maruti
3751,Honda City 1.5,590000,1629000,2016,Dealer,55555,First Owner,Petrol,Manual,17.0,Honda
3752,Maruti Alto 800,310000,457000,2019,Individual,15000,First Owner,Petrol,Manual,24.7,Maruti
3753,Hyundai i20 2015-2017,550000,1295000,2016,Individual,100000,First Owner,Diesel,Manual,22.54,Hyundai
3754,Mahindra KUV 100,450000,848000,2017,Individual,35000,First Owner,Petrol,Manual,18.15,Mahindra
3755,Ford Ecosport 1.5,600000,1328000,2014,Dealer,65238,First Owner,Diesel,Manual,22.7,Ford
3756,Hyundai i20 Sportz,525000,1244000,2015,Dealer,25000,First Owner,Diesel,Manual,22.54,Hyundai
3757,Renault KWID RXT,300000,606000,2017,Dealer,17000,First Owner,Petrol,Manual,25.17,Renault
3758,Ford Figo Diesel,350000,943000,2012,Dealer,115000,First Owner,Diesel,Manual,20.0,Ford
3759,Mahindra Scorpio S11,1425000,1909000,2018,Dealer,6345,First Owner,Diesel,Manual,16.36,Mahindra
3760,Hyundai i20 Magna,500000,1256000,2015,Individual,60000,First Owner,Petrol,Manual,18.6,Hyundai
3761,Hyundai i20 1.2,470000,1358000,2012,Dealer,74357,First Owner,Petrol,Manual,17.0,Hyundai
3762,Volkswagen Polo Petrol,350000,1072000,2013,Dealer,23000,First Owner,Petrol,Manual,16.47,Volkswagen
3763,Tata Nexon 1.5,680000,1474000,2018,Individual,47000,First Owner,Diesel,Manual,21.5,Tata
3764,Ford Ecosport 2015-2021,1050000,1413000,2018,Dealer,18000,First Owner,Diesel,Manual,23.0,Ford
3765,Tata Nexon 1.2,750000,1322000,2020,Individual,5000,First Owner,Petrol,Manual,17.0,Tata
3766,Ford Ecosport 1.5,520000,1328000,2014,Dealer,54000,First Owner,Diesel,Manual,22.7,Ford
3767,Hyundai i20 Magna,515000,1302000,2016,Dealer,60000,First Owner,Petrol,Manual,18.6,Hyundai
3768,Hyundai i10 Magna,245000,710000,2012,Dealer,35000,First Owner,Petrol,Manual,20.36,Hyundai
3769,Honda City i-VTEC,1150000,1629000,2019,Dealer,9000,First Owner,Petrol,Automatic,18.0,Honda
3770,Maruti Wagon R,330000,622000,2017,Individual,40000,First Owner,CNG,Manual,26.6,Maruti
3771,Renault KWID Climber,340000,620000,2017,Dealer,20914,First Owner,Petrol,Manual,23.01,Renault
3772,Maruti Wagon R,425000,723000,2018,Dealer,45455,First Owner,Petrol,Manual,18.9,Maruti
3773,Honda Amaze S,620000,998000,2018,Individual,70000,First Owner,Petrol,Automatic,18.1,Honda
3774,Maruti Ignis 1.2,570000,827000,2018,Individual,20000,First Owner,Petrol,Manual,20.89,Maruti
3775,Honda City V,470000,1629000,2013,Individual,15000,First Owner,Petrol,Manual,16.8,Honda
3776,Hyundai Venue SX,1050000,1339000,2019,Individual,28600,First Owner,Diesel,Manual,23.7,Hyundai
3777,Maruti Wagon R,300000,701000,2015,Individual,90000,First Owner,Petrol,Manual,20.51,Maruti
3778,Toyota Innova Crysta,1950000,2813000,2019,Individual,25000,First Owner,Diesel,Manual,13.68,Toyota
3779,Maruti Ciaz Alpha,960000,1307000,2019,Individual,30000,First Owner,Petrol,Automatic,20.28,Maruti
3780,Maruti Wagon R,400000,701000,2015,Individual,90000,First Owner,Petrol,Manual,20.51,Maruti
3781,Honda City i,575000,1651000,2015,Dealer,45000,First Owner,Diesel,Manual,25.1,Honda
3782,Tata Tiago 1.2,400000,775000,2017,Individual,50000,First Owner,Petrol,Manual,23.84,Tata
3783,Ford Ecosport 2015-2021,950000,1290000,2019,Individual,18500,First Owner,Petrol,Manual,17.0,Ford
3784,Maruti Ciaz VXi,525000,1262000,2016,Dealer,18000,First Owner,Petrol,Manual,20.73,Maruti
3785,Maruti Swift VXi,240000,891000,2011,Individual,70000,First Owner,Petrol,Manual,16.1,Maruti
3786,Hyundai i20 Sportz,500000,1303000,2016,Dealer,62000,First Owner,Petrol,Manual,18.6,Hyundai
3787,Mahindra Bolero 2011-2019,400000,1034000,2012,Individual,200000,First Owner,Diesel,Manual,13.6,Mahindra
3788,Hyundai Grand i10,459999,710000,2017,Individual,18000,First Owner,Petrol,Manual,18.9,Hyundai
3789,Hyundai i10 Era,200000,722000,2007,Dealer,55756,First Owner,Petrol,Manual,19.81,Hyundai
3790,Tata Tiago 1.2,440000,762000,2018,Individual,20000,First Owner,Petrol,Manual,23.84,Tata
3791,Hyundai i20 1.2,215000,1256000,2011,Individual,17728,First Owner,Petrol,Manual,18.5,Hyundai
3792,Ford Figo Diesel,225000,925000,2011,Dealer,54263,First Owner,Diesel,Manual,20.0,Ford
3793,Tata Nexon 1.2,755000,1277000,2018,Individual,4200,First Owner,Petrol,Manual,17.0,Tata
3794,Maruti Wagon R,425000,689000,2018,Individual,30000,First Owner,Petrol,Manual,20.51,Maruti
3795,Hyundai i20 Magna,324000,1256000,2013,Dealer,36000,First Owner,Petrol,Manual,18.5,Hyundai
3796,Hyundai Elantra 2.0,1199000,2234000,2018,Dealer,32000,First Owner,Petrol,Automatic,14.62,Hyundai
3797,Maruti Alto 800,322000,449000,2018,Individual,20000,First Owner,Petrol,Manual,24.7,Maruti
3798,Mahindra KUV 100,400000,847000,2016,Individual,36000,First Owner,Petrol,Manual,18.15,Mahindra
3799,Maruti Swift ZXI,550000,891000,2018,Individual,30000,First Owner,Petrol,Manual,22.0,Maruti
3800,Maruti Baleno Alpha,700000,1027000,2018,Individual,25000,First Owner,Petrol,Manual,21.4,Maruti
3801,Mahindra XUV300 W8,1190000,1306000,2019,Individual,11840,First Owner,Petrol,Manual,17.0,Mahindra
3802,Honda WR-V i-VTEC,925000,1101000,2020,Individual,5000,First Owner,Petrol,Manual,17.5,Honda
3803,Hyundai Creta 1.6,925000,2057000,2016,Trustmark Dealer,20234,First Owner,Petrol,Manual,15.8,Hyundai
3804,Mahindra Scorpio 1.99,900000,1929000,2015,Individual,80000,First Owner,Diesel,Manual,15.4,Mahindra
3805,Maruti Wagon R,350000,701000,2010,Individual,20000,First Owner,Petrol,Manual,18.9,Maruti
3806,Ford Ecosport 1.5,675000,1352000,2015,Dealer,720000,First Owner,Diesel,Manual,22.7,Ford
3807,Maruti Swift Dzire,475000,986999,2015,Individual,26000,First Owner,Petrol,Manual,20.85,Maruti
3808,Mahindra Scorpio S2,800000,1888000,2015,Individual,40000,First Owner,Diesel,Manual,15.4,Mahindra
3809,Renault KWID Climber,350000,647000,2019,Individual,30000,First Owner,Petrol,Manual,23.01,Renault
3810,Honda City i,625000,1698000,2014,Individual,30000,First Owner,Petrol,Manual,17.4,Honda
3811,Honda Civic 1.8,350000,2462000,2011,Individual,180000,First Owner,Petrol,Manual,14.8,Honda
3812,Honda City i,600000,1712000,2015,Individual,80000,First Owner,Diesel,Manual,25.1,Honda
3813,Maruti Celerio X,400000,666000,2018,Individual,15000,First Owner,Petrol,Manual,21.63,Maruti
3814,Maruti Eeco 7,250000,500000,2014,Individual,50000,First Owner,Petrol,Manual,15.37,Maruti
3815,Hyundai Verna 1.6,415000,1689000,2013,Dealer,42000,First Owner,Diesel,Manual,22.32,Hyundai
3816,Mahindra Scorpio VLX,550000,1888000,2013,Individual,130000,First Owner,Diesel,Manual,12.05,Mahindra
3817,Toyota Innova Crysta,1570000,2716000,2019,Individual,15000,First Owner,Diesel,Manual,13.68,Toyota
3818,Honda City i,650000,1651000,2015,Dealer,48000,First Owner,Diesel,Manual,26.0,Honda
3819,Mahindra Bolero 2011-2019,360000,1032000,2012,Individual,100000,First Owner,Diesel,Manual,15.96,Mahindra
3820,Maruti Eeco 7,350000,500000,2016,Individual,50000,First Owner,Petrol,Manual,15.37,Maruti
3821,Ford Ecosport 2015-2021,975000,1279000,2018,Dealer,5972,First Owner,Diesel,Manual,21.7,Ford
3822,Honda City i,550000,1698000,2015,Dealer,51000,First Owner,Petrol,Manual,17.4,Honda
3823,Mahindra Bolero 2011-2019,520000,1054000,2015,Individual,170000,First Owner,Diesel,Manual,15.96,Mahindra
3824,Hyundai i20 Asta,775000,1358000,2017,Dealer,12000,First Owner,Petrol,Manual,18.6,Hyundai
3825,Maruti Alto 800,210000,457000,2014,Individual,50000,First Owner,Petrol,Manual,22.74,Maruti
3826,Mahindra Bolero 2011-2019,520000,1026000,2016,Individual,120000,First Owner,Diesel,Manual,15.96,Mahindra
3827,Toyota Innova Crysta,1575000,2862000,2017,Individual,71000,First Owner,Diesel,Manual,13.68,Toyota
3828,Hyundai Creta 1.6,1135000,2010000,2018,Dealer,82000,First Owner,Diesel,Manual,19.67,Hyundai
3829,Hyundai Creta 1.6,950000,2010000,2015,Dealer,72000,First Owner,Diesel,Manual,19.67,Hyundai
3830,Maruti Swift ZXI,710000,935000,2019,Individual,15000,First Owner,Petrol,Manual,22.0,Maruti
3831,Tata Nexon 1.2,550000,1323000,2017,Individual,20000,First Owner,Petrol,Manual,17.0,Tata
3832,Mahindra Bolero SLE,330000,1032000,2010,Individual,85000,First Owner,Diesel,Manual,13.6,Mahindra
3833,Maruti Wagon R,400000,715000,2014,Individual,70000,First Owner,Petrol,Manual,20.51,Maruti
3834,Hyundai i20 1.4,670000,1240000,2017,Individual,110000,First Owner,Diesel,Manual,22.54,Hyundai
3835,Mahindra Bolero PLUS,585000,1054000,2016,Dealer,58800,First Owner,Diesel,Manual,13.6,Mahindra
3836,Ford Figo 1.5D,400000,925000,2016,Individual,70000,First Owner,Diesel,Manual,25.83,Ford
3837,Hyundai i20 2015-2017,449000,1256000,2016,Dealer,10487,First Owner,Petrol,Manual,18.6,Hyundai
3838,Hyundai i20 1.2,380000,1256000,2012,Individual,45000,First Owner,Petrol,Manual,17.0,Hyundai
3839,Mahindra Scorpio S7,1200000,1922000,2018,Individual,40000,First Owner,Diesel,Manual,16.36,Mahindra
3840,Ford Freestyle Titanium,625000,886999,2018,Individual,50000,First Owner,Petrol,Manual,19.0,Ford
3841,Maruti Ignis 1.2,600000,827000,2017,Individual,8600,First Owner,Petrol,Manual,20.89,Maruti
3842,Maruti Baleno Alpha,600000,1026000,2017,Individual,35000,First Owner,Petrol,Manual,21.4,Maruti
3843,Mahindra XUV500 W8,725000,2224000,2014,Dealer,43000,First Owner,Diesel,Manual,15.1,Mahindra
3844,Tata Tiago 1.2,470000,775000,2019,Individual,12000,First Owner,Petrol,Manual,23.84,Tata
3845,Hyundai Venue SX,1000000,1293000,2020,Individual,10000,First Owner,Diesel,Manual,23.7,Hyundai
3846,Maruti Celerio VXI,305000,632000,2015,Individual,50000,First Owner,Petrol,Manual,23.1,Maruti
3847,Hyundai i20 Sportz,250000,1300000,2010,Individual,80000,First Owner,Petrol,Manual,17.0,Hyundai
3848,Ford Figo Diesel,150000,925000,2012,Individual,90000,First Owner,Diesel,Manual,20.0,Ford
3849,Maruti Alto 800,237000,449000,2014,Dealer,33000,First Owner,Petrol,Manual,22.74,Maruti
3850,Hyundai i20 2015-2017,625000,1358000,2017,Individual,35000,First Owner,Petrol,Manual,18.6,Hyundai
3851,Maruti Swift Dzire,325000,720000,2015,Individual,80000,First Owner,CNG,Manual,19.0,Maruti
3852,Hyundai Grand i10,420000,722000,2016,Individual,35000,First Owner,Petrol,Manual,18.9,Hyundai
3853,Ford Figo Diesel,440000,925000,2014,Dealer,63407,First Owner,Diesel,Manual,20.0,Ford
3854,Mahindra XUV500 W9,1605000,2224000,2018,Individual,27300,First Owner,Diesel,Automatic,15.1,Mahindra
3855,Mahindra Bolero 2011-2019,400000,1026000,2012,Individual,68000,First Owner,Diesel,Manual,15.96,Mahindra
