,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,Brand
257,Hyundai Grand i10,535000,748000,2019,Individual,15000,First Owner,Petrol,Automatic,18.9,Hyundai
258,Maruti Ertiga VXI,805000,1198000,2019,Individual,15000,First Owner,Petrol,Manual,19.34,Maruti
259,MG Hector Hybrid,1488000,2073000,2020,Dealer,1000,First Owner,Petrol,Manual,15.81,MG
260,Honda City i,700000,1671000,2016,Dealer,55670,First Owner,Petrol,Manual,17.8,Honda
261,Hyundai Verna CRDi,155000,1809000,2006,Individual,148000,First Owner,Diesel,Manual,16.8,Hyundai
262,Maruti Ertiga VXI,800000,1206000,2019,Dealer,18000,First Owner,Petrol,Manual,19.01,Maruti
263,Hyundai Grand i10,350000,752000,2015,Individual,10000,First Owner,Petrol,Manual,18.9,Hyundai
264,Toyota Innova Crysta,1380000,2789000,2016,Individual,40000,First Owner,Diesel,Manual,13.68,Toyota
265,Mahindra Scorpio S10,1000000,1853000,2015,Individual,50000,First Owner,Diesel,Manual,15.4,Mahindra
266,Maruti Ertiga BSIV,700000,1166000,2018,Individual,50000,First Owner,Petrol,Manual,17.5,Maruti
267,Maruti Swift Dzire,229999,986000,2009,Individual,76963,First Owner,Petrol,Manual,17.5,Maruti
268,Maruti Alto 800,350000,494000,2016,Dealer,45000,First Owner,CNG,Manual,30.46,Maruti
269,Renault KWID RXL,325000,578000,2018,Dealer,10103,First Owner,Petrol,Manual,25.17,Renault
270,Mahindra XUV500 W8,800000,2344000,2014,Dealer,47240,First Owner,Diesel,Manual,15.1,Mahindra
271,Maruti Celerio LXI,400000,654000,2019,Individual,30000,First Owner,Petrol,Manual,23.1,Maruti
272,Toyota Innova Crysta,1750000,2990000,2018,Dealer,58000,First Owner,Diesel,Manual,13.68,Toyota
273,Hyundai i20 Sportz,535000,1267000,2015,Dealer,35213,First Owner,Diesel,Manual,22.54,Hyundai
274,Hyundai Grand i10,356000,752000,2015,Individual,35000,First Owner,Petrol,Manual,18.9,Hyundai
275,Hyundai Grand i10,390000,716000,2016,Individual,30000,First Owner,Petrol,Manual,18.9,Hyundai
276,Mahindra XUV500 AT,1150000,2267000,2017,Individual,60000,First Owner,Diesel,Automatic,16.0,Mahindra
277,Maruti Wagon R,180000,679000,2011,Dealer,83000,First Owner,Petrol,Manual,18.9,Maruti
278,Skoda Rapid 1.6,425000,1533000,2014,Dealer,70000,First Owner,Petrol,Manual,15.0,Skoda
279,Ford Freestyle Trend,650000,885000,2019,Individual,50000,First Owner,Petrol,Manual,19.0,Ford
280,Honda City 1.5,275000,1680000,2009,Dealer,51000,First Owner,Petrol,Manual,17.0,Honda
281,Maruti Swift VXI,350000,930000,2013,Individual,70000,First Owner,Petrol,Manual,18.6,Maruti
282,Hyundai i20 2015-2017,480000,1181000,2016,Individual,50000,First Owner,Petrol,Manual,18.6,Hyundai
283,Maruti Swift Dzire,690000,994999,2017,Dealer,30000,First Owner,Petrol,Automatic,21.21,Maruti
284,Hyundai Verna VTVT,1030000,1619000,2019,Individual,15000,First Owner,Petrol,Manual,17.0,Hyundai
285,Maruti Wagon R,110000,707000,2005,Individual,33650,First Owner,Petrol,Manual,18.9,Maruti
286,Hyundai i20 Magna,470000,1289000,2015,Individual,35000,First Owner,Petrol,Manual,18.6,Hyundai
287,Maruti Swift LXI,370000,898000,2015,Individual,30000,First Owner,Petrol,Manual,20.4,Maruti
288,Maruti Celerio ZXI,450000,648000,2018,Individual,100000,First Owner,Petrol,Automatic,23.1,Maruti
289,Maruti Wagon R,275000,604000,2016,Dealer,58000,First Owner,CNG,Manual,26.2,Maruti
290,Maruti Swift Dzire,731000,1040000,2019,Individual,4000,First Owner,Petrol,Automatic,21.21,Maruti
291,Maruti Wagon R,380000,713000,2016,Individual,60000,First Owner,Petrol,Manual,20.51,Maruti
292,Tata Nexon 1.5,900000,1525000,2018,Individual,60000,First Owner,Diesel,Manual,21.5,Tata
293,Honda Amaze S,500000,990000,2016,Dealer,34000,First Owner,Petrol,Manual,18.0,Honda
294,Datsun GO A,330000,744000,2017,Individual,42000,First Owner,Petrol,Manual,20.63,Datsun
295,Hyundai Verna 1.6,540000,1809000,2013,Individual,80000,First Owner,Diesel,Manual,22.32,Hyundai
296,Mahindra Bolero SLX,375000,1047000,2008,Individual,120000,First Owner,Diesel,Manual,13.6,Mahindra
297,Ford Ecosport 2015-2021,725000,1292000,2016,Dealer,35200,First Owner,Petrol,Automatic,14.7,Ford
298,Hyundai i20 Petrol,765000,1341000,2020,Trustmark Dealer,3700,First Owner,Petrol,Manual,18.6,Hyundai
299,Maruti Wagon R,380000,713000,2016,Individual,25000,First Owner,Petrol,Manual,20.51,Maruti
300,Maruti Swift Dzire,600000,1031000,2019,Individual,15000,First Owner,Petrol,Manual,21.21,Maruti
301,Mahindra XUV300 W8,1130000,1327000,2019,Individual,30000,First Owner,Petrol,Manual,17.0,Mahindra
302,Honda Amaze S,350000,1137000,2015,Individual,70000,First Owner,Diesel,Manual,25.8,Honda
303,Mahindra Thar CRDe,850000,1692000,2017,Dealer,55000,First Owner,Diesel,Manual,16.55,Mahindra
304,Maruti Alto 800,260000,493000,2016,Dealer,42000,First Owner,CNG,Manual,33.44,Maruti
305,Ford Ecosport 1.5,475000,1379000,2013,Dealer,80000,First Owner,Diesel,Manual,22.7,Ford
306,Tata Nexon 1.2,750000,1357000,2019,Individual,6000,First Owner,Petrol,Manual,17.0,Tata
307,Honda Jazz 1.2,525000,1096000,2017,Dealer,30000,First Owner,Petrol,Manual,18.7,Honda
308,Hyundai i20 Magna,535000,1327000,2014,Individual,10000,First Owner,Petrol,Manual,18.6,Hyundai
309,Maruti Dzire VXI,484999,1030000,2016,Dealer,62150,First Owner,Petrol,Manual,23.26,Maruti
310,Mahindra XUV500 W8,745000,2328000,2015,Dealer,47300,First Owner,Diesel,Manual,15.1,Mahindra
311,Ford Aspire 1.5,475000,1001000,2015,Dealer,63000,First Owner,Diesel,Manual,25.83,Ford
312,Hyundai i20 Asta,400000,1289000,2013,Individual,70000,First Owner,Petrol,Manual,18.5,Hyundai
313,Hyundai Grand i10,650000,916000,2020,Individual,20000,First Owner,Petrol,Manual,20.7,Hyundai
314,Maruti Wagon R,150000,707000,2008,Individual,100000,First Owner,Petrol,Manual,18.9,Maruti
315,Honda Amaze S,550000,989000,2018,Individual,50000,First Owner,Petrol,Manual,17.8,Honda
316,Hyundai i20 Sportz,500000,1309000,2015,Dealer,67000,First Owner,Diesel,Manual,22.54,Hyundai
317,Honda Amaze S,775000,990000,2019,Dealer,21100,First Owner,Petrol,Automatic,18.1,Honda
318,Hyundai Grand i10,310000,716000,2015,Individual,50000,First Owner,Petrol,Manual,18.9,Hyundai
319,Hyundai Venue SX,994999,1375000,2019,Trustmark Dealer,27594,First Owner,Petrol,Manual,18.27,Hyundai
320,Toyota Innova Crysta,1575000,2990000,2016,Dealer,37000,First Owner,Diesel,Automatic,11.36,Toyota
321,Honda WR-V i-VTEC,906000,1116000,2019,Individual,25000,First Owner,Petrol,Manual,17.5,Honda
322,Ford Ecosport 2015-2021,785000,1374000,2017,Individual,35000,First Owner,Diesel,Manual,23.0,Ford
323,Maruti XL6 Alpha,1200000,1366000,2019,Dealer,12005,First Owner,Petrol,Automatic,17.99,Maruti
324,Mahindra Bolero 2011-2019,470000,1093000,2013,Individual,80000,First Owner,Diesel,Manual,15.96,Mahindra
325,Honda City 1.5,400000,1617000,2011,Individual,119000,First Owner,Petrol,Manual,17.0,Honda
326,Kia Seltos HTX,1490000,2026000,2020,Dealer,3500,First Owner,Petrol,Automatic,16.8,Kia
327,Maruti Baleno Sigma,535000,1042000,2019,Dealer,11000,First Owner,Petrol,Manual,21.4,Maruti
328,Renault KWID RXL,235000,572000,2016,Individual,41000,First Owner,Petrol,Manual,25.17,Renault
329,Hyundai Creta 1.6,1250000,2059000,2019,Dealer,21000,First Owner,Petrol,Manual,15.8,Hyundai
330,Maruti Wagon R,300000,694000,2015,Individual,120000,First Owner,Petrol,Manual,20.51,Maruti
331,Maruti Swift VXI,615000,930000,2020,Individual,10000,First Owner,Petrol,Manual,21.21,Maruti
332,Renault KWID RXT,250000,609000,2016,Individual,50000,First Owner,Petrol,Manual,25.17,Renault
333,Mahindra XUV500 W8,925000,2344000,2015,Dealer,42000,First Owner,Diesel,Manual,16.0,Mahindra
334,Renault KWID 1.0,350000,629000,2018,Individual,10000,First Owner,Petrol,Manual,23.01,Renault
335,Maruti Wagon R,360000,712000,2017,Individual,70000,First Owner,Petrol,Manual,20.51,Maruti
336,Honda City i,700000,1648999,2015,Individual,70000,First Owner,Diesel,Manual,25.1,Honda
337,Mahindra XUV500 W7,1300000,2336000,2018,Individual,50000,First Owner,Diesel,Automatic,15.1,Mahindra
338,Volkswagen Polo IPL,285000,1136000,2011,Dealer,64471,First Owner,Petrol,Manual,15.26,Volkswagen
339,Honda Amaze E,527000,990000,2017,Dealer,33869,First Owner,Petrol,Manual,17.8,Honda
340,Mahindra Bolero 2011-2019,396000,1069000,2012,Individual,63497,First Owner,Diesel,Manual,15.96,Mahindra
341,Maruti Swift Dzire,384000,1031000,2014,Individual,70000,First Owner,Petrol,Manual,19.1,Maruti
342,Datsun RediGO D,210000,540000,2018,Individual,20000,First Owner,Petrol,Manual,22.7,Datsun
343,Hyundai Verna 1.6,425000,1652000,2012,Dealer,57000,First Owner,Petrol,Manual,17.01,Hyundai
344,Mahindra Bolero SLE,425000,1069000,2011,Individual,30000,First Owner,Diesel,Manual,13.6,Mahindra
345,Maruti Alto 800,220000,463999,2016,Individual,50000,First Owner,Petrol,Manual,24.7,Maruti
346,Tata Safari 2005-2017,218000,2141000,2011,Individual,190000,First Owner,Diesel,Manual,11.57,Tata
347,Mahindra Bolero 2011-2019,750000,1069000,2018,Individual,60000,First Owner,Diesel,Manual,15.96,Mahindra
348,Maruti Ciaz AT,715000,1336000,2017,Dealer,60000,First Owner,Petrol,Automatic,19.12,Maruti
349,Maruti Alto 800,350000,463999,2020,Individual,5000,First Owner,Petrol,Manual,22.05,Maruti
350,Renault KWID RXT,300000,629000,2019,Individual,25000,First Owner,Petrol,Manual,25.17,Renault
351,Hyundai Verna 1.6,480000,1732999,2013,Individual,76300,First Owner,Diesel,Manual,22.32,Hyundai
352,Renault KWID Climber,400000,643000,2019,Individual,10000,First Owner,Petrol,Automatic,24.04,Renault
353,Hyundai Grand i10,495000,657000,2019,Dealer,36000,First Owner,Petrol,Manual,18.9,Hyundai
354,Mahindra KUV 100,420000,880000,2016,Individual,26000,First Owner,Petrol,Manual,18.15,Mahindra
355,Ford Ecosport 2015-2021,800000,1292000,2019,Individual,4000,First Owner,Petrol,Manual,17.0,Ford
356,Mahindra Bolero DI,340000,1069000,2011,Individual,46000,First Owner,Diesel,Manual,13.6,Mahindra
357,Honda City 2017-2020,340000,1617000,2009,Dealer,75000,First Owner,Petrol,Manual,16.9,Honda
358,Maruti Wagon R,135000,701000,2009,Dealer,113000,First Owner,Petrol,Manual,21.79,Maruti
359,Hyundai Verna 1.6,1225000,1829000,2018,Dealer,15000,First Owner,Diesel,Automatic,19.08,Hyundai
360,Honda Amaze EX,438999,990000,2015,Dealer,16942,First Owner,Petrol,Manual,18.0,Honda
361,Honda Jazz 1.2,465000,1102000,2016,Dealer,29484,First Owner,Petrol,Manual,18.7,Honda
362,Maruti Swift Dzire,650000,1040000,2017,Individual,30000,First Owner,Petrol,Manual,21.21,Maruti
363,Maruti Swift VVT,525000,890000,2017,Individual,14838,First Owner,Petrol,Manual,22.0,Maruti
364,Honda City i,885000,1680000,2018,Trustmark Dealer,31318,First Owner,Petrol,Manual,17.8,Honda
365,Maruti Wagon R,120000,679000,2007,Dealer,63000,First Owner,Petrol,Manual,21.79,Maruti
366,Tata Safari 2005-2017,175000,2141000,2009,Individual,80000,First Owner,Diesel,Manual,13.93,Tata
367,Maruti Swift Dzire,400000,994999,2015,Dealer,66000,First Owner,Petrol,Manual,20.85,Maruti
368,Honda City V,875000,1680000,2018,Dealer,31543,First Owner,Petrol,Manual,16.8,Honda
369,Toyota Innova Crysta,1350000,2911000,2018,Individual,80000,First Owner,Diesel,Manual,13.68,Toyota
370,Honda City i,700000,1694000,2015,Individual,50000,First Owner,Diesel,Manual,25.1,Honda
371,Maruti Celerio X,459999,658000,2018,Individual,18000,First Owner,Petrol,Manual,21.63,Maruti
372,Mahindra Scorpio 1.99,950000,1992000,2016,Individual,50000,First Owner,Diesel,Manual,15.4,Mahindra
373,Mahindra Bolero 2011-2019,459999,1069000,2012,Individual,120000,First Owner,Diesel,Manual,15.96,Mahindra
374,Mahindra Thar CRDe,900000,1506000,2018,Individual,50000,First Owner,Diesel,Manual,16.55,Mahindra
375,Volkswagen Vento 1.2,575000,1607999,2015,Dealer,53837,First Owner,Petrol,Automatic,16.93,Volkswagen
376,Maruti Swift ZXI,475000,927000,2013,Individual,32000,First Owner,Petrol,Manual,18.6,Maruti
377,Renault Triber RXZ,660000,886999,2020,Dealer,1784,First Owner,Petrol,Manual,20.0,Renault
378,Hyundai Creta 1.6,1250000,2059000,2018,Dealer,39000,First Owner,Petrol,Automatic,13.0,Hyundai
379,Datsun GO Plus,459999,788000,2016,Individual,58000,First Owner,Petrol,Manual,19.44,Datsun
380,Volkswagen Polo Petrol,200000,1169000,2010,Individual,60000,First Owner,Petrol,Manual,16.47,Volkswagen
381,Mahindra Scorpio 1.99,880000,1992000,2017,Individual,100000,First Owner,Diesel,Manual,15.4,Mahindra
382,Mahindra Scorpio S2,800000,1992000,2017,Individual,20000,First Owner,Diesel,Manual,15.4,Mahindra
383,Honda Amaze VX,400000,990000,2015,Trustmark Dealer,41604,First Owner,Petrol,Manual,18.0,Honda
384,Ford Ecosport 2015-2021,880000,1336000,2017,Dealer,39884,First Owner,Diesel,Manual,23.0,Ford
385,Datsun RediGO 1.0,295000,538000,2017,Dealer,40000,First Owner,Petrol,Manual,22.5,Datsun
386,Mahindra Thar CRDe,800000,1662000,2015,Individual,27000,First Owner,Diesel,Manual,16.55,Mahindra
387,Hyundai i10 Era,150000,657000,2009,Dealer,67000,First Owner,Petrol,Manual,19.81,Hyundai
388,Honda Amaze S,550000,985000,2018,Individual,25000,First Owner,Petrol,Automatic,18.1,Honda
389,Honda Amaze S,325000,1126000,2013,Dealer,75000,First Owner,Diesel,Manual,25.8,Honda
390,Mahindra Scorpio VLX,555000,1961000,2014,Individual,80000,First Owner,Diesel,Manual,12.05,Mahindra
391,Ford Ecosport 2015-2021,570000,1290000,2015,Dealer,58000,First Owner,Diesel,Manual,23.0,Ford
392,Renault KWID 1.0,306000,643000,2018,Individual,22000,First Owner,Petrol,Manual,23.01,Renault
393,Maruti Celerio ZXI,415000,625000,2016,Dealer,62000,First Owner,Petrol,Automatic,23.1,Maruti
394,Maruti Swift VXI,300000,898000,2012,Dealer,41000,First Owner,Petrol,Manual,18.6,Maruti
395,Honda City i,549000,1755000,2014,Dealer,55000,First Owner,Diesel,Manual,26.0,Honda
396,Maruti Swift Dzire,475000,994999,2016,Dealer,47000,First Owner,Petrol,Manual,22.0,Maruti
397,Honda City i,409999,1755000,2014,Individual,144000,First Owner,Diesel,Manual,26.0,Honda
398,Maruti Ciaz AT,795000,1336000,2016,Dealer,20500,First Owner,Petrol,Automatic,19.12,Maruti
399,Hyundai i20 Asta,819999,1283000,2016,Individual,30000,First Owner,Diesel,Manual,22.54,Hyundai
400,Mahindra Scorpio EX,625000,1992000,2012,Dealer,32208,First Owner,Diesel,Manual,14.0,Mahindra
401,Datsun GO T,370000,744000,2018,Individual,68000,First Owner,Petrol,Manual,19.83,Datsun
402,Maruti Swift LXI,535000,906000,2019,Trustmark Dealer,14499,First Owner,Petrol,Manual,22.0,Maruti
403,Hyundai Venue SX,1050000,1302000,2019,Dealer,34000,First Owner,Petrol,Automatic,18.15,Hyundai
404,Maruti Swift Dzire,550000,960000,2014,Individual,40000,First Owner,Petrol,Manual,19.1,Maruti
405,Hyundai Grand i10,509999,735000,2018,Individual,10000,First Owner,Petrol,Manual,18.9,Hyundai
406,Maruti Baleno Alpha,800000,1054000,2018,Individual,10000,First Owner,Petrol,Automatic,21.4,Maruti
407,Maruti Swift VXI,592000,914000,2019,Individual,30000,First Owner,Petrol,Manual,21.21,Maruti
408,Honda Amaze V,785000,998000,2019,Dealer,4717,First Owner,Petrol,Automatic,19.0,Honda
409,Maruti Ciaz VXi,625000,1336000,2016,Individual,30000,First Owner,Petrol,Manual,20.73,Maruti
410,Ford Ecosport 1.5,470000,1290000,2014,Individual,150000,First Owner,Diesel,Manual,22.7,Ford
411,Honda City i,570000,1645000,2014,Individual,100000,First Owner,Diesel,Manual,26.0,Honda
412,Toyota Innova Crysta,1811000,2990000,2019,Dealer,46000,First Owner,Diesel,Automatic,11.36,Toyota
413,Hyundai Creta 1.6,1100000,1830000,2018,Individual,71000,First Owner,Diesel,Manual,19.67,Hyundai
414,Ford Ecosport 1.5,525000,1313000,2015,Dealer,61000,First Owner,Petrol,Manual,15.8,Ford
415,Honda Jazz X,320000,1096000,2012,Dealer,58000,First Owner,Petrol,Manual,16.7,Honda
416,Hyundai Elantra CRDi,590000,2489000,2013,Dealer,56000,First Owner,Diesel,Automatic,19.5,Hyundai
417,Mahindra XUV500 W8,585000,2294000,2012,Dealer,100000,First Owner,Diesel,Manual,15.1,Mahindra
418,Honda City i,700000,1677000,2016,Dealer,70333,First Owner,Petrol,Manual,17.8,Honda
419,Hyundai i20 2015-2017,500000,1266000,2017,Individual,90000,First Owner,Petrol,Manual,18.6,Hyundai
420,Toyota Yaris J,1000000,1743000,2019,Individual,5000,First Owner,Petrol,Automatic,17.8,Toyota
421,Hyundai i20 Sportz,475000,1266000,2015,Individual,25000,First Owner,Petrol,Manual,18.6,Hyundai
422,Maruti Celerio ZXI,495000,622000,2018,Dealer,24000,First Owner,Petrol,Manual,21.63,Maruti
423,Mahindra Scorpio S10,900000,2009000,2015,Individual,140000,First Owner,Diesel,Manual,15.4,Mahindra
424,Tata Tiago 1.2,400000,782000,2018,Individual,110000,First Owner,Petrol,Manual,23.84,Tata
425,Tata Tiago 1.2,470000,789000,2017,Individual,1000,First Owner,Petrol,Manual,23.84,Tata
426,Honda City i-VTEC,785000,1677000,2017,Individual,32440,First Owner,Petrol,Manual,17.4,Honda
427,Datsun RediGO 1.0,270000,550000,2018,Individual,30000,First Owner,Petrol,Manual,22.5,Datsun
428,Maruti Wagon R,260000,604000,2013,Dealer,67000,First Owner,CNG,Manual,32.52,Maruti
429,Maruti Swift VXI,540000,898000,2018,Individual,50000,First Owner,Petrol,Manual,21.21,Maruti
430,Mahindra Thar CRDe,620000,1620000,2016,Individual,40000,First Owner,Diesel,Manual,16.55,Mahindra
431,Honda City 1.5,350000,1680000,2011,Dealer,60000,First Owner,Petrol,Manual,17.0,Honda
432,Honda City i,550000,1755000,2014,Individual,110000,First Owner,Diesel,Manual,25.1,Honda
433,Mahindra Scorpio S9,1270000,1971000,2019,Individual,30000,First Owner,Diesel,Manual,16.36,Mahindra
434,Maruti Ertiga VXI,740000,1212000,2019,Individual,20000,First Owner,Petrol,Manual,19.34,Maruti
435,Tata Tiago 1.2,450000,789000,2018,Individual,15000,First Owner,Petrol,Manual,23.84,Tata
436,Hyundai Verna 1.6,750000,1652000,2017,Individual,15000,First Owner,Petrol,Automatic,15.74,Hyundai
437,Maruti Swift VXI,345000,898000,2013,Trustmark Dealer,73695,First Owner,Petrol,Manual,18.6,Maruti
438,Hyundai Verna Transform,370000,1587000,2010,Individual,10000,First Owner,Petrol,Manual,16.2,Hyundai
439,Maruti Alto 800,229999,445000,2014,Trustmark Dealer,14971,First Owner,Petrol,Manual,22.74,Maruti
440,Honda City VX,1075000,1680000,2019,Dealer,16000,First Owner,Petrol,Manual,17.4,Honda
441,Mahindra Bolero 2011-2019,550000,1069000,2015,Individual,50000,First Owner,Diesel,Manual,15.96,Mahindra
442,Ford Figo Aspire,550000,1038000,2018,Dealer,64000,First Owner,Diesel,Manual,24.4,Ford
443,Mahindra Scorpio S10,890000,1961000,2015,Dealer,93469,First Owner,Diesel,Manual,15.4,Mahindra
444,Mahindra XUV500 W10,1500000,2336000,2018,Individual,20000,First Owner,Diesel,Manual,16.0,Mahindra
445,Mahindra Bolero 2011-2019,500000,1069000,2013,Individual,35000,First Owner,Diesel,Manual,15.96,Mahindra
446,Skoda Rapid 1.6,850000,1577000,2017,Individual,18000,First Owner,Petrol,Automatic,14.84,Skoda
447,Ford Figo Petrol,335000,791000,2015,Dealer,34500,First Owner,Petrol,Manual,15.6,Ford
448,Maruti Swift Dzire,610000,994999,2018,Dealer,43000,First Owner,Petrol,Automatic,21.21,Maruti
449,Maruti Baleno Alpha,834000,1063000,2018,Individual,20000,First Owner,Petrol,Automatic,21.4,Maruti
450,Ford Figo Diesel,170000,925000,2011,Individual,100000,First Owner,Diesel,Manual,20.0,Ford
451,Honda City i,450000,1645000,2014,Individual,120000,First Owner,Diesel,Manual,26.0,Honda
452,Maruti Ertiga ZXI,900000,1208000,2019,Individual,25000,First Owner,Petrol,Automatic,18.69,Maruti
453,Volkswagen Vento Petrol,360000,1643000,2011,Individual,98000,First Owner,Petrol,Manual,15.04,Volkswagen
454,Mahindra Bolero 2011-2019,551000,1042000,2015,Individual,60000,First Owner,Diesel,Manual,15.96,Mahindra
455,Mercedes-Benz C-Class C,1050000,160000,2012,Dealer,41315,First Owner,Petrol,Automatic,11.74,Mercedes-Benz
456,Hyundai Creta 1.6,1000000,2062000,2018,Individual,60000,First Owner,Diesel,Manual,19.67,Hyundai
457,Maruti Wagon R,390000,694000,2016,Dealer,35000,First Owner,Petrol,Manual,21.5,Maruti
458,Hyundai Verna Xi,130000,1629000,2008,Individual,80000,First Owner,Petrol,Manual,13.9,Hyundai
459,Maruti Swift VXI,495000,898000,2016,Dealer,37000,First Owner,Petrol,Manual,18.6,Maruti
460,Honda WR-V i-VTEC,800000,1150000,2017,Individual,10000,First Owner,Petrol,Manual,17.5,Honda
461,Renault KWID 1.0,260000,643000,2017,Individual,40000,First Owner,Petrol,Manual,23.01,Renault
462,Hyundai Grand i10,459999,729000,2016,Individual,60000,First Owner,Petrol,Manual,18.9,Hyundai
